Observation,Time (days),Realization 0,Realization 1,Realization 2,Realization 3,Realization 4,Realization 5,Realization 6,Realization 7,Realization 8,Realization 9,Realization 10,Realization 11,Realization 12,Realization 13,Realization 14,Realization 15,Realization 16,Realization 17,Realization 18,Realization 19,Realization 20,Realization 21,Realization 22,Realization 23,Realization 24,Realization 25,Realization 26,Realization 27,Realization 28,Realization 29
MSW1_000.CO2_aquifer2_0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_1,3.652500000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_2,7.305000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_3,1.095750000000e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_4,1.461000000000e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_5,1.826250000000e+03,0.000000000000e+00,0.000000000000e+00,1.185936498481e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.599544659493e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
MSW1_000.CO2_aquifer2_6,2.191500000000e+03,0.000000000000e+00,0.000000000000e+00,2.572330045879e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.267931776274e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.875260422505e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.691450635407e-14,0.000000000000e+00
MSW1_000.CO2_aquifer2_7,2.556750000000e+03,0.000000000000e+00,2.829817089360e-14,3.809871327120e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.130388097867e-16,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.167697575985e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.596317362991e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.396183756327e-13,0.000000000000e+00
MSW1_000.CO2_aquifer2_8,2.922000000000e+03,0.000000000000e+00,6.886057943911e-14,4.943753613045e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.283009765323e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.992110072427e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.283830351216e-13,0.000000000000e+00,0.000000000000e+00,1.340729945694e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.062339356876e-13,0.000000000000e+00
MSW1_000.CO2_aquifer2_9,3.287250000000e+03,0.000000000000e+00,1.066675259451e-13,6.000575525744e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.772102852385e-15,0.000000000000e+00,0.000000000000e+00,6.323143853757e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.760506461266e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.772418026730e-13,0.000000000000e+00,0.000000000000e+00,3.941888298498e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.683236854822e-13,0.000000000000e+00
MSW1_000.CO2_aquifer2_10,3.652500000000e+03,0.000000000000e+00,1.423339899955e-13,6.997530484513e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.740266869725e-14,1.099136780164e-14,0.000000000000e+00,9.191162798113e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.485385673304e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.233341774243e-13,0.000000000000e+00,0.000000000000e+00,6.395781447904e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.268975301556e-13,0.000000000000e+00
MSW1_000.CO2_aquifer2_11,4.017750000000e+03,0.000000000000e+00,1.762840092801e-13,7.946475561125e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.513666584260e-14,2.590446459567e-14,0.000000000000e+00,1.192116604810e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.175366988604e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.672081462392e-13,0.000000000000e+00,0.000000000000e+00,8.731587861472e-14,5.360713828285e-15,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.826518803461e-13,0.000000000000e+00
